,image_file,seen_data_numeric,size_used,closing_ssd,closing_eng,otsu_ssd,otsu_eng,gaus_ssd,gaus_eng,thresh_eng,thresh_ssd
0,['.\\sipaimages\\3\\25.jpg'],33.99,625,3.39,3,34149109.9010008,33910000,['70.14411100.90.0000011111'],1000,3310000,3199100.9001808004
0,['.\\sipaimages\\3\\26.jpg'],3.75,625,3.9,,,,4111541147100000000,,375,4411100.10081
0,['.\\sipaimages\\3\\3.jpg'],13.04,625,13.04,1304,1144,13.04,['11711118190311111117111111111111111111114151211111114171111111111111111.7710.11111940111711111101111'],['2.53..'],13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,625,,,13059010149441100051,139.0,1051144414114161.2,5,,11
0,['.\\sipaimages\\3\\5.jpg'],30.3,625,30,3,30.400114,3030,['151111.100114111111601991.2.411020..16691410401'],['5..'],30,30
0,['.\\sipaimages\\3\\6.jpg'],13.04,625,104,4,['000001304..4886160101244088'],['1304...0000'],['11711111141117147111511101140.7.1131661416110111'],,4,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,625,15.04,13.04,99791241.91,0.0,['07477111411711114774177177.74111104111111111111111111111175111117111111111111111114111111141111000222221.44...1..7100007'],['71....3..'],130.0,['1310414.4.11.41.11']
0,['.\\sipaimages\\3\\8.jpg'],30.31,625,1,31,1113140121.4,3031,['11114111111.111.711111110515013158.4991.110601414'],['1...7'],31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,625,13.04,1304,,,7111111411.511112,['..'],13.04,19.4
0,['.\\sipaimages\\3\\1.jpg'],30.31,626,,,30101021421,3031,['777751011411115.7111114411405414000042021..4891108'],105,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,626,1303,13.05,['9.91000008.074'],93,['93111711591.511111101011019.077791113131414101'],0.11,1305,13051117411611010414
0,['.\\sipaimages\\3\\11.jpg'],20.59,626,0,5,100010159114617141,20159,1.1111111111112113,,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,626,13.08,13.05,13114,13105,['1111111111111.51111.211111411114.11111141111411116110000411'],1111.0,13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,626,30.9,303,11,30.31,['1011163111114111.44.1.1171147117111011115111011111..111111143.64911017131414241711171131'],0.1,30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,626,13.04,1304,13119111490000000,13003,1.114141111711111e+48,713.0,1304,134
0,['.\\sipaimages\\3\\15.jpg'],30.24,626,11.4,3.2,10114519.99180347,30124519999,16061110139071.1,9,,944
0,['.\\sipaimages\\3\\16.jpg'],13.04,626,13.04,13.04,13.04,13.04,['141111141111114110.11111.7'],0.15,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,626,13.09,13.03,13013421000000119484,1303,['111111171147111151..111111.111..71114111.11'],['41..'],13.03,13.0
0,['.\\sipaimages\\3\\18.jpg'],30.23,626,14,30.23,4.0,,600119104154471100,1111,,88888814
0,['.\\sipaimages\\3\\19.jpg'],3.76,626,410,0.1,4,11,4194600.00041,['.'],,41
0,['.\\sipaimages\\3\\2.jpg'],30.31,626,31,31,['0000000013140174.617.4111'],31,['11111431111111711111141111119.3111..1020.19.01'],['51..7'],,
0,['.\\sipaimages\\3\\20.jpg'],30.23,626,2,0,['11411144144410619191990'],30231999940100,['414.0640.191108000114411881'],30,18890.1,['149.914031614614410.109088888101']
0,['.\\sipaimages\\3\\21.jpg'],33.99,626,0,3,3.1,30,,,3,3.1
0,['.\\sipaimages\\3\\22.jpg'],3.75,626,41,318,41,318,,,38,411
0,['.\\sipaimages\\3\\23.jpg'],30.23,626,10.01,3022,33086100,0,11147144106514,5,,11014444
0,['.\\sipaimages\\3\\24.jpg'],30.24,626,10.44,3024,111114101080002,30240,11.111101,['.'],302415,111114188800605
0,['.\\sipaimages\\3\\25.jpg'],33.99,626,3.39,39,34199109.99100088,33910000,9.994199,1900,3310000,34199109.9010888
0,['.\\sipaimages\\3\\26.jpg'],3.75,626,1313,0,41114000,3750,411010751174.11115,['..'],375,41114000880000
0,['.\\sipaimages\\3\\3.jpg'],13.04,626,13.04,1304,13.04,1304,['1111111106111111.174...1.1.111..1114141111114110151414710.44111116721611'],7.0,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,626,,,['131199525004031061691012110419049111'],13059.0,['1447111171111114411171151111.710.1291114111111...4461..4.6911041'],['3.1...'],,146
0,['.\\sipaimages\\3\\5.jpg'],30.3,626,0,30,1000000030.400001,3030,11111141111.111113,11,30,30
0,['.\\sipaimages\\3\\6.jpg'],13.04,626,,,['0000001304555124086142104104886888.....'],['1304...00'],['1041111.7111100111551991.771710016611161101'],1,3,1
0,['.\\sipaimages\\3\\7.jpg'],13.04,626,15.04,13.04,['194144975188808000060.1.13101.91'],['.'],['177111.47771771111411111.11111111111111111.1.111111.111417711111111.571114134.2.67'],['..1.'],,['500006114.4.242.47.0']
0,['.\\sipaimages\\3\\8.jpg'],30.31,626,1,31,111314011421744,3031,['11443111.11111111171141117111114110111111.6441..60..4491410441'],137,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,626,13.04,1304,,,['71111111111111.1..301111'],,1304,134
0,['.\\sipaimages\\3\\1.jpg'],30.31,627,,,1110411061440,3031,['374311111111117.7141171.1.011010145112011014'],0.7,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,627,1305,1305,['111348000001111.41494.4.17.7'],3.0,['4119115111111117.1117.11711114241'],11.0,,14411101414
0,['.\\sipaimages\\3\\11.jpg'],20.59,627,0,5,101591114217114,2059,['1.11111111111010111111.14..444115.5118..110420..1669110401'],77.0,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,627,13.08,13.05,13114,1305,['11111111416111161.911111111711119114.71111141741520181317174'],0.11,13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,627,30.9,303,11,3031,['11210111114141411111111111121110.04091174131131.3'],1,30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,627,13.04,1304,944000000018,3,['1411171111111141111111.7111111.41111111710111000090111144.771117141111'],['.11.11771.1'],1304,134
0,['.\\sipaimages\\3\\15.jpg'],30.24,627,11.4,3.2,30111519910097,3024519999,['940.371005.110'],,,444
0,['.\\sipaimages\\3\\16.jpg'],13.04,627,13.04,13.04,13.04,13.04,['4111141.151111111..111111151101111211'],,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,627,13.09,13.03,['018300000618144414444711'],,11411171171910.117,['5..'],13.03,13.0
0,['.\\sipaimages\\3\\18.jpg'],30.23,627,11.4,30.23,6.0,,11110144501.171776,11,31,7.1750000001014
0,['.\\sipaimages\\3\\19.jpg'],3.76,627,410,0.1,333333111,,['2771011774.1111111111151114111111111116603.11'],['...'],,['2313111111611111111001111611']
0,['.\\sipaimages\\3\\2.jpg'],30.31,627,1,0,30131011421741,3031,['04474377144111111111.111.1111411111410.16111'],7,,
0,['.\\sipaimages\\3\\20.jpg'],30.23,627,2,0,1111111199.9914112,30231999040100,['0.991.180111111611'],99,900.1,1.9991400003631145e+22
0,['.\\sipaimages\\3\\21.jpg'],33.99,627,0,3,33.91,3.9,141441941,2900,3390,34.11
0,['.\\sipaimages\\3\\22.jpg'],3.75,627,41,318,41,318,11111,9958,38,4.1
0,['.\\sipaimages\\3\\23.jpg'],30.23,627,10.01,3023,10.01,30.22,1111991191.0814,['.'],,17
0,['.\\sipaimages\\3\\24.jpg'],30.24,627,10.44,24,111140.0,30240,,,301241,111114002222200
0,['.\\sipaimages\\3\\25.jpg'],33.99,627,4.7,,,,1100830600,0,33910000,34199109.90108801
0,['.\\sipaimages\\3\\26.jpg'],3.75,627,3.9,,411104.0008,31750,411900006001,,375,141114000600066
0,['.\\sipaimages\\3\\3.jpg'],13.04,627,13.04,1304,13.04,1304,['1714111111111111111141100111511114711114.41111111914111110611.111101117114101110.115111114101.3.111'],['.31.'],13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,627,,,['131199113000088171..10691.0486104141049011'],13059,['17711115901.11111174114111114119....1020..1.691.104110111'],['..'],16,1305
0,['.\\sipaimages\\3\\5.jpg'],30.3,627,0,30,10000030.400114,3030,['11310111117111111111111421416691..010'],,30,3
0,['.\\sipaimages\\3\\6.jpg'],13.04,627,104,4,1.304400611601e+19,['1304...000'],['101.511111111111011144111173116489477105.40121111211042'],['0.11..1'],0,1.04
0,['.\\sipaimages\\3\\7.jpg'],13.04,627,15.04,13.04,['99124.1000.001.91'],4.0,['14114774711712.11111024711111.447111111111111111114111111111311011141711111121.4710141011100001011114143131007314..11.11'],['.5183.1'],,['0001.4.4.2104010474.0']
0,['.\\sipaimages\\3\\8.jpg'],30.31,627,1,31,30113101117147,3031,1110111175.049905,['3..'],31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,627,13.04,1304,,,11411171111411061,1131,13.04,13.04
0,['.\\sipaimages\\3\\1.jpg'],30.31,628,,,['3091160011884210102141'],3031,['3111114.111111111111121009142.461691018'],7,3,0.31
0,['.\\sipaimages\\3\\10.jpg'],13.05,628,1305,13.05,1.300911430000001e+21,131051,['1411115.11111117111411411111149...7.77.00001'],['...'],,1117471711414
0,['.\\sipaimages\\3\\11.jpg'],20.59,628,0,5,111015911417144,2059,['1.1117111.1111.11.111417111241.691.1010'],,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,628,13.08,13.05,13119463110109,1305,['111117111111111111111111114141410411.11747111411111411114111141411.41111..1111440000340641319111'],['...1.31341.4.1'],13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,628,30.9,303,['11113100144.3.10113'],30311,['14.1.1111..144471311111411111111414114111111110111111110110.54911119.123.08241771174131'],5.0,30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,628,13.04,1304,131191944000000002,13003,['1171137414111..1111.111111111124111111171111111115111111.1.6.711152111111.111.1171.11'],['.4...341'],1304,134
0,['.\\sipaimages\\3\\15.jpg'],30.24,628,11.4,3.0,111143199.99180074,30245199.99,94015311005,,,944
0,['.\\sipaimages\\3\\16.jpg'],13.04,628,13.04,13.04,13.04,13.04,['11124117111111111111111111411111.07001114.11411114114311'],11,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,628,13.09,13.03,1300,1303,['00114.31431.111111111114111011119111.11414'],['..1..'],13.03,13.03
0,['.\\sipaimages\\3\\18.jpg'],30.23,628,11.2,3023,4.0004,,['111141111401116434100004'],,30.23,6
0,['.\\sipaimages\\3\\19.jpg'],3.76,628,410,0.1,333333311,,111.11111111111148,['..'],1,3.3311
0,['.\\sipaimages\\3\\2.jpg'],30.31,628,1,31,1113101110111,30313,['4111171111.1111114101166110..01460.1..911.014'],117,,
0,['.\\sipaimages\\3\\20.jpg'],30.23,628,2,0,11411199.999044005,['302319999..0100.'],['11.994.0541000811111111'],2.0,0.1,['144477771441111917777011']
0,['.\\sipaimages\\3\\21.jpg'],33.99,628,34.97,3390,3.1,340,,,3390,34.91
0,['.\\sipaimages\\3\\22.jpg'],3.75,628,31,318,41,318,1111,,375,3.15
0,['.\\sipaimages\\3\\23.jpg'],30.23,628,10.01,3023,10.01,30.22,['1111111111111910111411441114'],['11...'],0,601
0,['.\\sipaimages\\3\\24.jpg'],30.24,628,11.44,3024,111108800002,302410,151,,30241,111114000
0,['.\\sipaimages\\3\\25.jpg'],33.99,628,3.39,,34199100.0,339910000,['1040000100941994811111000'],900,33910000,34099100.01088888
0,['.\\sipaimages\\3\\26.jpg'],3.75,628,3.9,3,411101.16,3750,11119111119414111,,3750,4111410.10000088
0,['.\\sipaimages\\3\\3.jpg'],13.04,628,13.04,1304,11.4,134,['14711111108106141121454171111001111111141115.7111.1004141111141117176101111111114..3.1117'],['.1.4.'],13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,628,,,['131199139006610910612910411091924991'],13059.0,['114111151511019...61...6911041111141'],['.'],,11
0,['.\\sipaimages\\3\\5.jpg'],30.3,628,0.0,3030,111110114210011,3030,['1111141111111311111110410144...011161.911.014'],['..7'],30,30
0,['.\\sipaimages\\3\\6.jpg'],13.04,628,104,4,['02013042..480611.9101231774711111'],['1304...'],1.1444711101494776e+21,7,0,1.04
0,['.\\sipaimages\\3\\7.jpg'],13.04,628,15.04,13.04,91981021.91,8.0,['177774111776611.1111147170.1477111441114711111111411111111111110001117116111112114.01199108001131..1154713.11'],['73.1.0417.'],,650060114.1140474
0,['.\\sipaimages\\3\\8.jpg'],30.31,628,1,31,3013101117444,3031,['11141111111.511111110.1..1061..46911.012'],7.0,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,628,13.04,13.04,,,1401111149441,,13.04,19.4
0,['.\\sipaimages\\3\\1.jpg'],30.31,629,,,30101110214142,3031,['747447.11111115711111114100.044011000061116911018'],12304.0,3,0.31
0,['.\\sipaimages\\3\\10.jpg'],13.05,629,1305,13.05,['1311993.910171141.2311749417'],130503,['1111111.51175711449..7277111313110141'],['..'],1305,1351117171711044114
0,['.\\sipaimages\\3\\11.jpg'],20.59,629,0,5,110159411417144,2059,['1111111011.111655111155.4141..111420..1109110401'],['..'],5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,629,13.08,13.05,13119,1305,['047143111111111711115.11111147.7114111111171.111111199112118161411111'],11,13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,629,30.9,303,['3013141.4.4.74.1111'],30131,['14.1.11.1..1111147732441511111111114..11.421111.011111010117171.1642431711174131'],['..0'],30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,629,13.04,1304,13119934008,['13003...'],['11111711115711111111111111.1111111117114711411111111111111111.711112147111.101111.41'],['...711.'],1304,134
0,['.\\sipaimages\\3\\15.jpg'],30.24,629,4144,0.24,30114519.991,3024519999,['01.901111141111994.40'],72,,4144
0,['.\\sipaimages\\3\\16.jpg'],13.04,629,13.04,13.04,13.04,13.04,['1111414.5111.7.1111001111111.11111'],71111,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,629,13.09,13.03,131134414497771,13034,['1111111411711111.511111111741111111111101111.51111111111.7711111114.11111111151811111141'],7177,13.03,13.0
0,['.\\sipaimages\\3\\18.jpg'],30.23,629,14,30.23,4,,['19111111119154411604'],,30.23,6
0,['.\\sipaimages\\3\\19.jpg'],3.76,629,410,0.1,111111111,,1100444010111110.0,['..10.4...'],,3.231111111111111e+31
0,['.\\sipaimages\\3\\2.jpg'],30.31,629,1,0,['000000000301311110001411614114'],3031,['01111114011111111111111110111101110.9.0..141..14.911019'],37,,
0,['.\\sipaimages\\3\\20.jpg'],30.23,629,21,0,1.111111194444447e+18,30231999840100,1019101111410.1093,0.1,0.1,['199.9140066110061111.109888881011']
0,['.\\sipaimages\\3\\21.jpg'],33.99,629,0,3,3.1,30,1016,,3390,34.11
0,['.\\sipaimages\\3\\22.jpg'],3.75,629,41,318,41,318,10111151111,,38,411
0,['.\\sipaimages\\3\\23.jpg'],30.23,629,10.01,3023,10.01,30.22,110171111.1111101,['.'],0,14
0,['.\\sipaimages\\3\\24.jpg'],30.24,629,10.44,3024,114188890000,301240,11,,302417,111114188000006
0,['.\\sipaimages\\3\\25.jpg'],33.99,629,4.7,,3414910010088001806,33910000,['1010114.991111114.00100'],2900,33910000,['341991001088803001144']
0,['.\\sipaimages\\3\\26.jpg'],3.75,629,319,,['4111016..0000000088811064'],375,['100.00.61770.66'],['.'],375,4431100.01001
0,['.\\sipaimages\\3\\3.jpg'],13.04,629,13.04,1304,13.04,134,1217141111.106151,['....'],13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,629,,,1311911090044401,13059,['14311211711117711471161111051...20..1.6911044111411'],41.0,305,1.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,629,0,30,30.304114,3030,['747437.7111631111.511111311111.7191101931102141.621.1010'],1411,30,3
0,['.\\sipaimages\\3\\6.jpg'],13.04,629,104,4,['00113044..4806111..910121417777773'],['1304...'],['143431.711.711111411141113.1710446111012'],1,0,1.04
0,['.\\sipaimages\\3\\7.jpg'],13.04,629,15.04,13.04,111.241221741,['.'],['11114111111111116111111111431121111114111111.1474140.0171660604610'],['111..0'],130,['131141444.44001041.11']
0,['.\\sipaimages\\3\\8.jpg'],30.31,629,1,31,['000000301919612467011421711'],30131,['711111141111141110211110199911111601.621.1046'],113.1,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,629,13.04,1304,,,['..14131141111111.15.111714411111181111'],['111...'],13.04,19.4
0,['.\\sipaimages\\3\\1.jpg'],30.31,630,,,3011310120001421121,3031.0,['311049311115.7111110111111210010.9.9.1031144511019'],7,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,630,1303,13.05,['13110114100000045.019197111.714924'],['13053403..'],['141711110.111.1111171111011444.77714100114'],1,,9101441447
0,['.\\sipaimages\\3\\11.jpg'],20.59,630,0,5,10159411421714,2059,['17113113311111101114111177141142111141111111.711717741114111.1100110401'],73,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,630,13.08,1305,13114,1305,['1.014411171.11711.7141177111177111157.11111112110042412'],['.'],13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,630,30.3,3031,11,3031,['3111119141117414131211111141114115171111461711.1111.11153.549114111142413311713'],['..'],30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,630,13.04,1304,1949000000002,['03..'],['1179114171.1.111141.1411011.711711411121812156068600091154111'],7,1304,134
0,['.\\sipaimages\\3\\15.jpg'],30.24,630,4144,0.24,['301145199.99.84'],3024519999,6004911994.17,,,4144
0,['.\\sipaimages\\3\\16.jpg'],13.04,630,13.04,13.04,131194000000,130,['1111411115315117714474171.1111111111115.111111111141117111111111401111411144'],['.1.714'],13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,630,13.09,13.03,['40000044414111111114180'],['.4.1311.'],['14714314711111111111.511111.1111111171111111116111411.21111747'],0.11157,13.03,13.01
0,['.\\sipaimages\\3\\18.jpg'],30.23,630,14,30.23,44,,101111111117.1,961,30.23,3.11
0,['.\\sipaimages\\3\\19.jpg'],3.76,630,410,0.16,333331116,['.'],['141111111110119110111'],11.0,,330088111
0,['.\\sipaimages\\3\\2.jpg'],30.31,630,,,3.124484e+16,3031,['57147147111111111115.4111141141711171..11420..4069140401'],['340.1.....'],,
0,['.\\sipaimages\\3\\20.jpg'],30.23,630,1,2,['30441199.999016013161443110.1490'],['3023190.99.20.10'],['04414.069199.00001468111'],1,169990.1,['149.999921111140304311.109003888841']
0,['.\\sipaimages\\3\\21.jpg'],33.99,630,3.1,33,34.11,3390,801,,3590,34.11
0,['.\\sipaimages\\3\\22.jpg'],3.75,630,41,38,41,318,41111143,,38,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,630,10.01,30.2,10.01,30.22,111141111411161,,,1100124444
0,['.\\sipaimages\\3\\24.jpg'],30.24,630,10.44,3024,11110000022,30241,1111121110,['11..'],30241,1111141088800
0,['.\\sipaimages\\3\\25.jpg'],33.99,630,4.7,,111199190.0001088,33910000,1101094199100.001,['.310000..'],33910000,11099190.000188
0,['.\\sipaimages\\3\\26.jpg'],3.75,630,3.9,,4116144.19,75,1.1111144996901192e+17,0.0,375,['441114009000500000110061']
0,['.\\sipaimages\\3\\3.jpg'],13.04,630,13.04,1304,154,1304,['14111117.767111.273111111711111151.1451110111111111111140.1111111111111111001141.1.0777414157.141101111124411111511.414'],['.00..'],13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,630,,,130590109002.1,13059,['114444171141111114.41111011511411111112911537426717011181.11.29104411'],['.'],,11
0,['.\\sipaimages\\3\\5.jpg'],30.3,630,0,30,1160830.3001142,3030,['41111511.1111111411111416102.110660101'],4.0,30,0
0,['.\\sipaimages\\3\\6.jpg'],13.04,630,,,['0011304444440001189..488611..691041088881.....'],['1304...000'],14711111111.411112,1,30,1
0,['.\\sipaimages\\3\\7.jpg'],13.04,630,15.04,13.04,1.9111488019918843e+38,5.0,['1717277471111.71417111111117711111714111114111154416111170714.41.751140173'],['..1.2'],,['600144.11400410.711']
0,['.\\sipaimages\\3\\8.jpg'],30.31,630,1,31,3011314011421114,0.3031,['174314511111111.44.111041133.0.7..1411120..4166691040'],['.'],31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,630,13.04,1304,,,1.1111011111011111e+21,0.143,1304,134
0,['.\\sipaimages\\3\\1.jpg'],30.31,631,,,30.41101021412,3031,11114411486119101,['.'],31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,631,1305,1305,['93.9104111.1441.174401'],3,['711115100111111471100241'],1.0,,['645..5111741111141']
0,['.\\sipaimages\\3\\11.jpg'],20.59,631,0,5,2211411411,['..'],['1174141101010111114111111111100.41.01'],,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,631,13.08,13.05,13114,135,['117476031171414.17411117.117411111141111111801111117111111111101111000.1'],['3.15..4'],13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,631,30.9,303,['3003144.4.7.1000411'],30131,['14..1..111117474471471111141111111101111411411110.11.711.211111011711411.1.41143.54911005141421317111711131'],['.1.50'],30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,631,13.04,1304,13119180000002,130.0,1.1111111111111112e+39,344.0,1304,134
0,['.\\sipaimages\\3\\15.jpg'],30.24,631,4144,0.24,111145199.9918882,3024519999,1191113199.9401,['5199909..3'],,944
0,['.\\sipaimages\\3\\16.jpg'],13.04,631,13.04,13.04,13.04,13.04,1.4171111111111112e+29,['..1'],13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,631,139,1303,0.170112,['.'],1.1145711711717113e+27,['..1'],13.03,13.0
0,['.\\sipaimages\\3\\18.jpg'],30.23,631,11.2,0.3,1.0,,110141417700010017,271,,['0000056600000000000000000006']
0,['.\\sipaimages\\3\\19.jpg'],3.76,631,410,0.1,41,,['111.1..411019141414'],,,338811111
0,['.\\sipaimages\\3\\2.jpg'],30.31,631,31,31,203141141111,31,['174474471111411111.4111.1511111111111111118191..141..4911019'],31208.7,,
0,['.\\sipaimages\\3\\20.jpg'],30.23,631,2,0,1114191997944061.2,302399901000,['118.4406351411.1011114411'],1023.1,0.1,1.444777170364411e+16
0,['.\\sipaimages\\3\\21.jpg'],33.99,631,0,3,34.11,3390,410980,8,3390,34.11
0,['.\\sipaimages\\3\\22.jpg'],3.75,631,41,318,41,318,91117,,38,41
0,['.\\sipaimages\\3\\23.jpg'],30.23,631,10.01,3022,10.01,30.22,111111911104011,['.'],,11100114444
0,['.\\sipaimages\\3\\24.jpg'],30.24,631,10.44,24,11114188008,30241,,,3024,['111114990108880000012']
0,['.\\sipaimages\\3\\25.jpg'],33.99,631,4.7,,34199190.00108,33910000,10131101.90441414,['.1900.'],339910000,34199100.00108888
0,['.\\sipaimages\\3\\26.jpg'],3.75,631,3.9,,['011100...000000000027880114'],375,['1149.9641401110.01771'],,375,1411141.0108
0,['.\\sipaimages\\3\\3.jpg'],13.04,631,13.04,1304,13.04,1304,['111741111160631063161111411111111111111111141110010066111111111511111111411111111411111711141111.131....11.143171112.111711111171511'],['..14..1.'],13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,631,,,13059255.111101111,['13059..'],['0471151.1.5.11174111001111111171401...47061..66911046111111'],3.0,,11
0,['.\\sipaimages\\3\\5.jpg'],30.3,631,0,30,30.306041,3030,['00115111413114111107.44...411460..169141010'],7,30,30
0,['.\\sipaimages\\3\\6.jpg'],13.04,631,104,4,['00000011304..400611..91.012191617771110011'],1304.0,['113111111431111111011111901101.41112.109'],,,1.04
0,['.\\sipaimages\\3\\7.jpg'],13.04,631,15.04,13.04,8.88846370109333e+37,['..'],['141111117711.21241111171141111000011111111.1.111116.7111.11111111.15111111111141111771111.411115114114111161411111100171144127184061113.11'],['7....7......2'],,['8507241.4.4.11000404711']
0,['.\\sipaimages\\3\\8.jpg'],30.31,631,1,31,30131011411414,3031,['1.34474110.1145.149913..421..160140441'],7,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,631,13.04,1304,,,11410.01494,,13.04,19.4
0,['.\\sipaimages\\3\\1.jpg'],30.31,632,,,['00000000011131014153330014214113'],['.3031.'],3.117446310171111e+20,7157,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,632,1305,1305,13.051144000000445,1305,511111115116144.0,91.0,,46151441.1024414
0,['.\\sipaimages\\3\\11.jpg'],20.59,632,0,5,110001101811,,['11211111111.17114111111115.411.046..110420.11611.41'],57,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,632,13.08,13.05,13114,1305,111111111144111.12,['11..11'],13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,632,30.9,303,11,30.31,['141..114111111111111211111141114311111111.1111117511.7114111.11.1111.13.04141110177.161217111711131'],['...11'],30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,632,13.04,1304,13119194900000000,130040.0,['114.1157101101.11111114111111111..11111111111147110.111417777145111477137797711154001117660'],0.31171374,1304,134
0,['.\\sipaimages\\3\\15.jpg'],30.24,632,11.4,3.2,['301115199.99.80'],3024519999,10191119993617070,2,,4144
0,['.\\sipaimages\\3\\16.jpg'],13.04,632,13.04,13.04,13.04,13.04,['1.271117101141117111110111111471111111111116.1114117415111.47'],['33.4.1'],13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,632,13.09,1303,141000001011101,,['1111111171141.511417111111111141113111.11111011111'],['1..31...'],13.03,13.01
0,['.\\sipaimages\\3\\18.jpg'],30.23,632,11.2,30.23,1,,111100.014434941,233,30.23,6
0,['.\\sipaimages\\3\\19.jpg'],3.76,632,410,0.1,4,,['111.111.119110171101'],,,338.1111
0,['.\\sipaimages\\3\\2.jpg'],30.31,632,1,0,301114777411421411,3031,['1111714111111.141.11111714111.1111154.51491111..1020.91.01'],['3..7'],3,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,632,21,0,['111119149444111061911114444744111'],['3023199994.0.10'],['1.094.0549.1001.1491110111'],0.1,18080.109,199.4497710611469
0,['.\\sipaimages\\3\\21.jpg'],33.99,632,0,3,3.1,30,141001,200,3,3.1
0,['.\\sipaimages\\3\\22.jpg'],3.75,632,41,38,41,318,17791111714414,,38,41
0,['.\\sipaimages\\3\\23.jpg'],30.23,632,10.61,30.2,10.01,30.22,3.444711111111171e+20,['..5'],,11160014404
0,['.\\sipaimages\\3\\24.jpg'],30.24,632,10.44,3024,1114008010000,30124,91101919,,30124,111114901888000
0,['.\\sipaimages\\3\\25.jpg'],33.99,632,4.7,,34149100.00108,33910000,4199941414111,1,33910000,3099100.000008088
0,['.\\sipaimages\\3\\26.jpg'],3.75,632,3.9,,4311000.0,375,['1...10115414810060000.60'],,3751,4431100.010000088
0,['.\\sipaimages\\3\\3.jpg'],13.04,632,13.04,1304,11.4,134,['0771004111111111171101114551111121111111111111117415.101152.111414.3518'],['.0.'],13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,632,,,['13099139003031064434014151110491950001'],13059.0,['414111111.1.1514111111161117111.277141115101911011111113.11114161.42.401'],1.1,,11
0,['.\\sipaimages\\3\\5.jpg'],30.3,632,30,3,30.30487,3030,['0006601411911111110112041.291.1049'],91,30,30
0,['.\\sipaimages\\3\\6.jpg'],13.04,632,104,4,['008130455.0004008619101410848888....'],['1304...000'],1.4344314101171512e+29,,3,1
0,['.\\sipaimages\\3\\7.jpg'],13.04,632,15.04,13.04,['9121.19.11.1'],,['1411411041117111117111100006444.4111117111144174111111441111111111115211771111114717001151474.5114141030046060'],7.14134,,['14.4.11040471']
