,image_file,seen_data_numeric,size_used,closing_ssd,closing_eng,mro_ssd,mro_eng,thresh_eng,thresh_ssd
0,['.\\sipaimages\\3\\25.jpg'],33.99,496,3.7,,['3409919.9.010008000000006'],339910040,,3.7
0,['.\\sipaimages\\3\\26.jpg'],3.75,496,311,303,['0431101.1.00'],3175,303,311
0,['.\\sipaimages\\3\\3.jpg'],13.04,496,13.04,1304,13.04,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,496,,,['13119911..14669104610144011'],13059.1,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,496,0.0,30,30.014111,3030,30,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,496,104,4,['0010113042...4806111.91044177211110011'],1304.0,4,104
0,['.\\sipaimages\\3\\7.jpg'],13.04,496,15.04,13.04,['99177012.9.15'],49,13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,496,1,31,30.414114,3031,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,496,114,1304,,,1304,114
0,['.\\sipaimages\\3\\1.jpg'],30.31,497,31,31,30.91041420471,3031,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,497,1309,13.05,['1311411141.711.17417'],1305,13.05,1309
0,['.\\sipaimages\\3\\11.jpg'],20.59,497,0,5,1011591114611144,2059,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,497,13.08,13.05,1300511000049,1305,13.05,13.08
0,['.\\sipaimages\\3\\13.jpg'],30.31,497,30.3,303,11,3031,303,30.3
0,['.\\sipaimages\\3\\14.jpg'],13.04,497,1304,1304,13004194900189,130409,1304,1304
0,['.\\sipaimages\\3\\15.jpg'],30.24,497,4,0,['101145199.99.10'],3024519099,0,4
0,['.\\sipaimages\\3\\16.jpg'],13.04,497,1.04,1304,13.04,13.04,1304,1.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,497,13.09,13.03,13003440004000,1303,13.03,13.09
0,['.\\sipaimages\\3\\18.jpg'],30.23,497,11.2,30.23,30.3,0.3,30.23,11.2
0,['.\\sipaimages\\3\\19.jpg'],3.76,497,410,0.1,['33383838311111611601011008115'],11,0.1,410
0,['.\\sipaimages\\3\\2.jpg'],30.31,497,31,31,41111004614114,0.3031,31,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,497,2,2,111411199.99971011,['3023199.99.0000'],2,2
0,['.\\sipaimages\\3\\21.jpg'],33.99,497,0,3,3.1,30,3,0
0,['.\\sipaimages\\3\\22.jpg'],3.75,497,31,318,41,38,318,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,497,10.01,30.23,10.01,30.22,30.23,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,497,11.44,3.2,4.44,24,3.2,11.44
0,['.\\sipaimages\\3\\25.jpg'],33.99,497,3.39,3,4.79,,3,3.39
0,['.\\sipaimages\\3\\26.jpg'],3.75,497,4.19,315,119,,315,4.19
0,['.\\sipaimages\\3\\3.jpg'],13.04,497,13.04,1304,13.04,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,497,,,['13099545304441181691042161040140011'],13059.0,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,497,0.0,30,300411461144,3030,30,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,497,104,4,['4100013041141444000000464138410614210'],['13042..'],4,104
0,['.\\sipaimages\\3\\7.jpg'],13.04,497,15.04,13.04,['1311495.006000020161110.2.01'],130.4,13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,497,1,31,230.414,3031,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,497,114,1304,,,1304,114
0,['.\\sipaimages\\3\\1.jpg'],30.31,498,31,31,30.410511021401,3031,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,498,1309,13.05,1.31198593400001e+25,13053,13.05,1309
0,['.\\sipaimages\\3\\11.jpg'],20.59,498,0,5,10159411617114,2059,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,498,13.08,13.05,13114114000004429,1305,13.05,13.08
0,['.\\sipaimages\\3\\13.jpg'],30.31,498,30.3,303,11,30.31,303,30.3
0,['.\\sipaimages\\3\\14.jpg'],13.04,498,13.04,1304,1300419393301600000,1300493,1304,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,498,0,3.0,['301145199.99.11'],3024519990,3.0,0
0,['.\\sipaimages\\3\\16.jpg'],13.04,498,1.04,1304,13.04,13.04,1304,1.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,498,13.09,13.03,13.09,13.03,13.03,13.09
0,['.\\sipaimages\\3\\18.jpg'],30.23,498,14,0.3,30.3,0.3,0.3,14
0,['.\\sipaimages\\3\\19.jpg'],3.76,498,410,0.16,333333801,,0.16,410
0,['.\\sipaimages\\3\\2.jpg'],30.31,498,31,31,301011461414,3031,31,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,498,11,0,3.0141119999441116e+18,30231999.01,0,11
0,['.\\sipaimages\\3\\21.jpg'],33.99,498,0,3,3.1,340,3,0
0,['.\\sipaimages\\3\\22.jpg'],3.75,498,41,413,41,318,413,41
0,['.\\sipaimages\\3\\23.jpg'],30.23,498,10.01,3022,10.01,3022,3022,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,498,10.44,0.2,41.44,24,0.2,10.44
0,['.\\sipaimages\\3\\25.jpg'],33.99,498,3.79,,['3414919.9.0100000000016'],339910000,,3.79
0,['.\\sipaimages\\3\\26.jpg'],3.75,498,4.19,315,,,315,4.19
0,['.\\sipaimages\\3\\3.jpg'],13.04,498,13.04,1304,13.04,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,498,,,['130596400411086910486104149031'],1305.0,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,498,0.0,30,130.010114611,3030,30,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,498,104,4,['00213042..40061460104177777110011'],1304.0,4,104
0,['.\\sipaimages\\3\\7.jpg'],13.04,498,1.4,13.04,['091..89804...1.4124'],9,13.04,1.4
0,['.\\sipaimages\\3\\8.jpg'],30.31,498,1,31,11161401011461714,3031,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,498,114,1304,,,1304,114
0,['.\\sipaimages\\3\\1.jpg'],30.31,499,31,31,['111131066101102100611'],['3031..'],31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,499,1303,13.05,1.31191931e+37,13053,13.05,1303
0,['.\\sipaimages\\3\\11.jpg'],20.59,499,0,5,11111015941146171144,2059,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,499,13.08,13.05,1308,130,13.05,13.08
0,['.\\sipaimages\\3\\13.jpg'],30.31,499,30.3,303,11,3031,303,30.3
0,['.\\sipaimages\\3\\14.jpg'],13.04,499,1304,1304,13119944000000,1304,1304,1304
0,['.\\sipaimages\\3\\15.jpg'],30.24,499,11,0,30114519.991180144,30124519999,0,11
0,['.\\sipaimages\\3\\16.jpg'],13.04,499,1304,1304,13.04,13.04,1304,1304
0,['.\\sipaimages\\3\\17.jpg'],13.03,499,13.09,13.03,131039.01008,1303,13.03,13.09
0,['.\\sipaimages\\3\\18.jpg'],30.23,499,14,0.3,['200000030000000800004611111808836'],,0.3,14
0,['.\\sipaimages\\3\\19.jpg'],3.76,499,410,0.1,333311111,11,0.1,410
0,['.\\sipaimages\\3\\2.jpg'],30.31,499,31,31,2309101142111,['..3031'],31,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,499,2,2,3011111199.9941144,['3023.0.10'],2,2
0,['.\\sipaimages\\3\\21.jpg'],33.99,499,0,3,3.1,330,3,0
0,['.\\sipaimages\\3\\22.jpg'],3.75,499,31,318,41,38,318,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,499,10.01,3023,10.01,30.22,3023,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,499,11.44,3.2,4.44,24,3.2,11.44
0,['.\\sipaimages\\3\\25.jpg'],33.99,499,3.79,,,,,3.79
0,['.\\sipaimages\\3\\26.jpg'],3.75,499,4.19,315,4.31100414040041e+17,375,315,4.19
0,['.\\sipaimages\\3\\3.jpg'],13.04,499,13.04,1304,13.04,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,499,,,13059108886210,13050,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,499,0.0,30,100030.0111,3030,30,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,499,,,['1131104144.44400441023..400211.610441177211111110'],['1304..'],,
0,['.\\sipaimages\\3\\7.jpg'],13.04,499,15.04,13.04,1311404.001117412,['130.1.'],13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,499,1,31,3011314011461140,3031,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,499,114,1304,,,1304,114
0,['.\\sipaimages\\3\\1.jpg'],30.31,500,31,31,11131041102106111,3031,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,500,,,1.31191443e+34,13053,,
0,['.\\sipaimages\\3\\11.jpg'],20.59,500,0,5,2100591114011144,2059,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,500,13.08,13.05,1308,130,13.05,13.08
0,['.\\sipaimages\\3\\13.jpg'],30.31,500,4,303,11,3031,303,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,500,13.04,13.04,1300419490000022,130403,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,500,0,3.0,30114519.49191,301245199.99,3.0,0
0,['.\\sipaimages\\3\\16.jpg'],13.04,500,1304,1304,13.04,13.04,1304,1304
0,['.\\sipaimages\\3\\17.jpg'],13.03,500,13.09,13.03,13003442100,1303.0,13.03,13.09
0,['.\\sipaimages\\3\\18.jpg'],30.23,500,11.2,3023,30.3,0.3,3023,11.2
0,['.\\sipaimages\\3\\19.jpg'],3.76,500,410,0.16,410,316,0.16,410
0,['.\\sipaimages\\3\\2.jpg'],30.31,500,31,31,111130131115093,3031,31,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,500,2,2,3.01111194994411e+17,['3023119099..0.10'],2,2
0,['.\\sipaimages\\3\\21.jpg'],33.99,500,3.11,33,3.1,30,33,3.11
0,['.\\sipaimages\\3\\22.jpg'],3.75,500,41,413,41,318,413,41
0,['.\\sipaimages\\3\\23.jpg'],30.23,500,10.01,3023,10.01,30.22,3023,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,500,11.44,0.2,4.44,24,0.2,11.44
0,['.\\sipaimages\\3\\25.jpg'],33.99,500,3.39,,,,,3.39
0,['.\\sipaimages\\3\\26.jpg'],3.75,500,3.19,30,431140414000041.0,375,30,3.19
0,['.\\sipaimages\\3\\3.jpg'],13.04,500,13.04,1304,13.04,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,500,,,1311990.49,13050,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,500,0.0,30,1030.40811,3030,30,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,500,104,4,['0113045651823..4006111..6104241177711111'],['1304...'],4,104
0,['.\\sipaimages\\3\\7.jpg'],13.04,500,15.04,13.04,1917074710000171,['.'],13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,500,1,31,30.414601,3031,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,500,114,1304,,,1304,114
0,['.\\sipaimages\\3\\1.jpg'],30.31,501,31,31,30.91041142144,3031,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,501,1309,13.05,['131193.10000711414424.1942'],130503,13.05,1309
0,['.\\sipaimages\\3\\11.jpg'],20.59,501,0,5,2101159411217141,2059,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,501,13.08,13.05,1308,130,13.05,13.08
0,['.\\sipaimages\\3\\13.jpg'],30.31,501,30.3,303,11,30.31,303,30.3
0,['.\\sipaimages\\3\\14.jpg'],13.04,501,13.04,13.04,1311919340004000,13003,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,501,4,0,31114519.9911,301245199.99,0,4
0,['.\\sipaimages\\3\\16.jpg'],13.04,501,1.04,1304,13.04,13.04,1304,1.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,501,13.09,13.03,13003,1303,13.03,13.09
0,['.\\sipaimages\\3\\18.jpg'],30.23,501,14,30.23,1.0074,,30.23,14
0,['.\\sipaimages\\3\\19.jpg'],3.76,501,410,0.16,333388388,,0.16,410
0,['.\\sipaimages\\3\\2.jpg'],30.31,501,31,31,111310011414017,3031,31,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,501,2,0,3001119944411461.5,30231998.01,0,2
0,['.\\sipaimages\\3\\21.jpg'],33.99,501,3.1,3,3.1,30,3,3.1
0,['.\\sipaimages\\3\\22.jpg'],3.75,501,31,38,41,38,38,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,501,10.01,3023,10.01,30.22,3023,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,501,10.44,0.2,4.44,24,0.2,10.44
0,['.\\sipaimages\\3\\25.jpg'],33.99,501,3.7,,['309919.99.0000'],33910000,,3.7
0,['.\\sipaimages\\3\\26.jpg'],3.75,501,16,,,,,16
0,['.\\sipaimages\\3\\3.jpg'],13.04,501,13.04,1304,114,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,501,,,13.059439460177693,13059.0,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,501,0.0,30,130.403601,3030,30,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,501,104,4,11130454512240861160,['1304..'],4,104
0,['.\\sipaimages\\3\\7.jpg'],13.04,501,15.04,13.04,1880488999191441,49,13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,501,1,31,30.914011,3031,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,501,114,1304,,,1304,114
0,['.\\sipaimages\\3\\1.jpg'],30.31,502,31,31,['30.9104214.4'],3031,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,502,1309,13.05,13.050144,['1305..'],13.05,1309
0,['.\\sipaimages\\3\\11.jpg'],20.59,502,0,5,102101591110000,2059,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,502,13.08,13.05,1308,130,13.05,13.08
0,['.\\sipaimages\\3\\13.jpg'],30.31,502,30.3,303,11,30.31,303,30.3
0,['.\\sipaimages\\3\\14.jpg'],13.04,502,1304,1304,111041934010000118,130403,1304,1304
0,['.\\sipaimages\\3\\15.jpg'],30.24,502,4,0,101114519.991,30245199.99,0,4
0,['.\\sipaimages\\3\\16.jpg'],13.04,502,1304,1304,13.04,13.04,1304,1304
0,['.\\sipaimages\\3\\17.jpg'],13.03,502,139,1303,13.09,13.03,1303,139
0,['.\\sipaimages\\3\\18.jpg'],30.23,502,11.2,3023,30.43,0.3,3023,11.2
0,['.\\sipaimages\\3\\19.jpg'],3.76,502,410,0.16,333388111,11,0.16,410
0,['.\\sipaimages\\3\\2.jpg'],30.31,502,31,31,1300311500000,0.3031,31,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,502,2,0,1.1141119997644133e+24,['302319904.0.10'],0,2
0,['.\\sipaimages\\3\\21.jpg'],33.99,502,0,3,3.1,30,3,0
0,['.\\sipaimages\\3\\22.jpg'],3.75,502,31,38,41,318,38,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,502,10.01,3022,10.01,30.22,3022,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,502,11.44,3.2,41.44,24,3.2,11.44
0,['.\\sipaimages\\3\\25.jpg'],33.99,502,4,89,3.9,,89,4
0,['.\\sipaimages\\3\\26.jpg'],3.75,502,16,,['0003110041400140011710600011'],31750,,16
0,['.\\sipaimages\\3\\3.jpg'],13.04,502,13.04,1304,13.04,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,502,,,['13.059011.12910446101140111'],130510,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,502,0.0,30,100000030.001142,3030,30,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,502,104,4,['00021304....408611..91042141777711110011'],['1304...'],4,104
0,['.\\sipaimages\\3\\7.jpg'],13.04,502,15.04,13.04,['1311990.2.2.81.001141'],130,13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,502,1,31,30.414011,3031,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,502,114,1304,,,1304,114
0,['.\\sipaimages\\3\\1.jpg'],30.31,503,31,31,30.910414214,3031,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,503,,,['1351144100000080812011000'],13105.0,,
0,['.\\sipaimages\\3\\11.jpg'],20.59,503,0,5,10115914000000.0,2059,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,503,13.08,13.05,130099164100.2,13105.0,13.05,13.08
0,['.\\sipaimages\\3\\13.jpg'],30.31,503,30.3,303,11,30.31,303,30.3
0,['.\\sipaimages\\3\\14.jpg'],13.04,503,13.04,13.04,131191934061000000,13004,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,503,4,3,10114519.9,301245199.99,3,4
0,['.\\sipaimages\\3\\16.jpg'],13.04,503,1304,1304,13.04,13.04,1304,1304
0,['.\\sipaimages\\3\\17.jpg'],13.03,503,13.09,13.03,13003,1303,13.03,13.09
0,['.\\sipaimages\\3\\18.jpg'],30.23,503,14,30.23,30.3,0.2,30.23,14
0,['.\\sipaimages\\3\\19.jpg'],3.76,503,410,0.1,333333301,,0.1,410
0,['.\\sipaimages\\3\\2.jpg'],30.31,503,31,31,30.410011,3031,31,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,503,2,0,['30041199991144146910109010'],['30234199.990.10'],0,2
0,['.\\sipaimages\\3\\21.jpg'],33.99,503,0,3,3.1,330,3,0
0,['.\\sipaimages\\3\\22.jpg'],3.75,503,31,318,41,318,318,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,503,10.01,3022,10.01,30.22,3022,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,503,10.44,0.2,4.44,24,0.2,10.44
0,['.\\sipaimages\\3\\25.jpg'],33.99,503,4,89,,,89,4
0,['.\\sipaimages\\3\\26.jpg'],3.75,503,317,,['043140910010041000101'],3750,,317
0,['.\\sipaimages\\3\\3.jpg'],13.04,503,13.04,1304,13,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,503,,,['1311995350080814.61.04610140000'],1359,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,503,0.0,3030,30.404114,3030,3030,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,503,104,4,['0013042.4006111.9101214177771110011'],['1304..'],4,104
0,['.\\sipaimages\\3\\7.jpg'],13.04,503,15.04,13.04,['92.0.1.011241'],,13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,503,1,31,30.419011,['..3031'],31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,503,114,1304,,,1304,114
0,['.\\sipaimages\\3\\1.jpg'],30.31,504,31,3031,30.410114211474,3031,3031,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,504,1303,13.05,['1311911081712242.89.414'],130503.0,13.05,1303
0,['.\\sipaimages\\3\\11.jpg'],20.59,504,0,5,3101101591411417144,2059,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,504,13.08,13.05,1308,130,13.05,13.08
0,['.\\sipaimages\\3\\13.jpg'],30.31,504,30.3,303,441,3031,303,30.3
0,['.\\sipaimages\\3\\14.jpg'],13.04,504,1304,1304,1310419490009441148,130493113,1304,1304
0,['.\\sipaimages\\3\\15.jpg'],30.24,504,4,0,1111145199.9988916,30124519099,0,4
0,['.\\sipaimages\\3\\16.jpg'],13.04,504,1.04,1304,13.04,13.04,1304,1.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,504,13.09,13.03,131031813000,13103.0,13.03,13.09
0,['.\\sipaimages\\3\\18.jpg'],30.23,504,11.2,3023,30.3,0.3,3023,11.2
0,['.\\sipaimages\\3\\19.jpg'],3.76,504,410,0.16,1,,0.16,410
0,['.\\sipaimages\\3\\2.jpg'],30.31,504,31,31,11131041142141441,3031,31,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,504,1,0,['111111101999991644106169101094'],['30123199.99.0.101'],0,1
0,['.\\sipaimages\\3\\21.jpg'],33.99,504,3.11,3,30.1,30,3,3.11
0,['.\\sipaimages\\3\\22.jpg'],3.75,504,41,413,41,38,413,41
0,['.\\sipaimages\\3\\23.jpg'],30.23,504,10.01,30.2,10.01,30.22,30.2,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,504,11.44,0.2,4.44,24,0.2,11.44
0,['.\\sipaimages\\3\\25.jpg'],33.99,504,4,89,,,89,4
0,['.\\sipaimages\\3\\26.jpg'],3.75,504,16,,,,,16
0,['.\\sipaimages\\3\\3.jpg'],13.04,504,13.04,1304,114,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,504,,,1.3111695739441118e+17,13059.0,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,504,0.0,30,3008709701142101,['3030..'],30,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,504,,,['01134...40066..910121617771113.1'],['1304...'],,
0,['.\\sipaimages\\3\\7.jpg'],13.04,504,1.4,1304,0.005911117774014,4,1304,1.4
0,['.\\sipaimages\\3\\8.jpg'],30.31,504,1,31,3011866011421447,3031,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,504,114,1304,,,1304,114
0,['.\\sipaimages\\3\\1.jpg'],30.31,505,31,31,301314111114134.4,3031,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,505,1309,13.05,1.3119493927717216e+20,1305,13.05,1309
0,['.\\sipaimages\\3\\11.jpg'],20.59,505,0,5,202101591000100011,2059,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,505,13.08,13.05,13105,1305,13.05,13.08
0,['.\\sipaimages\\3\\13.jpg'],30.31,505,30.3,303,11,3031,303,30.3
0,['.\\sipaimages\\3\\14.jpg'],13.04,505,1304,1304,1311914400006,130,1304,1304
0,['.\\sipaimages\\3\\15.jpg'],30.24,505,0,3.0,31114519.9911,3024519999,3.0,0
0,['.\\sipaimages\\3\\16.jpg'],13.04,505,1304,1304,13.04,13.04,1304,1304
0,['.\\sipaimages\\3\\17.jpg'],13.03,505,13.09,13.03,1310340024.1,1303.0,13.03,13.09
0,['.\\sipaimages\\3\\18.jpg'],30.23,505,11.1,30.23,30.3,0.3,30.23,11.1
0,['.\\sipaimages\\3\\19.jpg'],3.76,505,410,0.16,333333111,0.111,0.16,410
0,['.\\sipaimages\\3\\2.jpg'],30.31,505,31,31,111310114214114,0.3031,31,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,505,2,0,11410199.999441111,302319999,0,2
0,['.\\sipaimages\\3\\21.jpg'],33.99,505,3.11,3,3.1,30,3,3.11
0,['.\\sipaimages\\3\\22.jpg'],3.75,505,31,38,41,38,38,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,505,10.01,3022,10.01,30.22,3022,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,505,11.44,0.2,41.44,24,0.2,11.44
0,['.\\sipaimages\\3\\25.jpg'],33.99,505,3.39,3,341991991000000006,3310000,3,3.39
0,['.\\sipaimages\\3\\26.jpg'],3.75,505,116,,,,,116
0,['.\\sipaimages\\3\\3.jpg'],13.04,505,13.04,1304,13.04,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,505,,,13059139001081.293,1305.0,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,505,0.0,3030,['00000000030.04840114617..14'],3030,3030,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,505,104,4,['013104..406111.21012720000001'],['13104..00'],4,104
0,['.\\sipaimages\\3\\7.jpg'],13.04,505,15.04,13.04,9111040000064,4,13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,505,1,31,3011144112140,3031,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,505,114,1304,,,1304,114
0,['.\\sipaimages\\3\\1.jpg'],30.31,506,31,31,30.9107115006513,3031,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,506,1309,13.05,['130093159300004411411811971.451441.17441'],['13053..'],13.05,1309
0,['.\\sipaimages\\3\\11.jpg'],20.59,506,,,4100591411461714,2059,,
0,['.\\sipaimages\\3\\12.jpg'],13.05,506,13.08,13.05,13105,13105,13.05,13.08
0,['.\\sipaimages\\3\\13.jpg'],30.31,506,30.3,303,11,30.31,303,30.3
0,['.\\sipaimages\\3\\14.jpg'],13.04,506,13.04,1304,131191000000,130,1304,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,506,0,3.0,30114519999188811,3024519939,3.0,0
0,['.\\sipaimages\\3\\16.jpg'],13.04,506,1304,1304,13.04,13.04,1304,1304
0,['.\\sipaimages\\3\\17.jpg'],13.03,506,13.09,13.03,13103,1303,13.03,13.09
0,['.\\sipaimages\\3\\18.jpg'],30.23,506,11.2,0.3,30.13,0.2,0.3,11.2
0,['.\\sipaimages\\3\\19.jpg'],3.76,506,410,316,303333331,,316,410
0,['.\\sipaimages\\3\\2.jpg'],30.31,506,31,31,301314110000.0,0.3031,31,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,506,2,2,['11101114499604110614201094111'],30234100990.1,2,2
0,['.\\sipaimages\\3\\21.jpg'],33.99,506,3.11,3.0,3.1,330,3.0,3.11
0,['.\\sipaimages\\3\\22.jpg'],3.75,506,31,318,41,318,318,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,506,10.01,30.2,10.01,30.22,30.2,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,506,11.44,0.2,4.44,24,0.2,11.44
0,['.\\sipaimages\\3\\25.jpg'],33.99,506,3.39,,43.79,,,3.39
0,['.\\sipaimages\\3\\26.jpg'],3.75,506,16,3,,,3,16
0,['.\\sipaimages\\3\\3.jpg'],13.04,506,13.04,134,13,1304,134,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,506,,,['13119910816.10101046.6.66'],135.0,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,506,0.0,30,30.082401,3030,30,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,506,104,4,['000013415414210011992...40861.69101'],['.1304...'],4,104
0,['.\\sipaimages\\3\\7.jpg'],13.04,506,15.04,13.04,990101,31,13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,506,1,31,30.4194114,3031,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,506,114,1304,,,1304,114
0,['.\\sipaimages\\3\\1.jpg'],30.31,507,31,31,309111445411021414,30314.0,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,507,1309,13.05,['13119144101191441170.8.6.01'],130530.0,13.05,1309
0,['.\\sipaimages\\3\\11.jpg'],20.59,507,,,113000161011594500,2059,,
0,['.\\sipaimages\\3\\12.jpg'],13.05,507,13.08,13.05,1308,130,13.05,13.08
0,['.\\sipaimages\\3\\13.jpg'],30.31,507,30.3,303,11,30.31,303,30.3
0,['.\\sipaimages\\3\\14.jpg'],13.04,507,13.04,1304,1311414008971,1309,1304,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,507,4,0,301145190.1,3024510090,0,4
0,['.\\sipaimages\\3\\16.jpg'],13.04,507,1.4,1304,13.04,13.04,1304,1.4
0,['.\\sipaimages\\3\\17.jpg'],13.03,507,13.09,13.03,13103,1303,13.03,13.09
0,['.\\sipaimages\\3\\18.jpg'],30.23,507,11.2,0.3,30.3,0.2,0.3,11.2
0,['.\\sipaimages\\3\\19.jpg'],3.76,507,410,0.16,44,1,0.16,410
0,['.\\sipaimages\\3\\2.jpg'],30.31,507,31,31,['0000000001191014111474110100111'],['.3031.'],31,31
